"player_id","race","payer","purchases","total_spend","avg_purchase_amount"
"76-8119045",Elf,1,55,41917.152,762.1300032182173
"13-4442433",Hobbit,0,16,4529.31,283.0818700790405
"49-1736182",Northman,1,36,33179.71,921.6586182912191
"67-7212343",Human,0,22,7662.6006,348.3000002670187
"51-1202344",Human,0,1,74.12,74.12000274658203
"29-4913239",Northman,1,30,95819.58,3193.986334737142
"86-6619829",Orc,1,56,8182.6016,146.11785650679045
"53-9555647",Human,0,2,59.89,29.94499969482422
"42-0904460",Human,0,95,25247.854,265.7668412735588
"74-5577792",Hobbit,0,89,38201.844,429.23404552159684
"98-0645405",Elf,0,4,1302.63,325.65749073028564
"30-3539977",Demon,0,1,94.33,94.33000183105469
"09-9952913",Orc,1,68,242264.72,3562.7167604425376
"95-0512830",Elf,0,23,12346.84,536.8191230297089
"17-8754535",Human,1,77,16688.273,216.7307779045848
"28-5323407",Elf,0,51,11918.302,233.6921543233535
"33-0586764",Orc,0,28,21729.562,776.0557212488992
"63-5070817",Human,0,47,66823.62,1421.7787227050421
"06-1237026",Human,0,23,9542.899,414.90869571851647
"18-1511212",Orc,0,1,205.88,205.8800048828125
"18-5295425",Hobbit,1,4,4304.6797,1076.1699752807617
"91-6155588",Orc,0,70,28276.074,403.9438538415091
"86-9829079",Hobbit,0,49,58449.965,1192.856324487803
"24-9985119",Orc,0,128,66184.234,517.0642164424062
"88-6107098",Northman,0,143,26953.463,188.4857337658222
"35-2190285",Orc,1,23,7481.8794,325.299127433611
"08-9165877",Orc,0,4,2695.0999,673.7750091552734
"91-5325483",Hobbit,0,1,1.18,1.1799999475479126
"17-7218597",Northman,0,3,198.96,66.3200011253357
"05-7920909",Northman,0,13,2069.96,159.22769122857315
"94-2915343",Human,0,2,3556.04,1778.02001953125
"94-0870570",Human,0,1,7.49,7.489999771118164
"93-0216801",Human,0,5,2994.5503,598.9100128173828
"22-8898431",Elf,0,49,58453.773,1192.9340692310004
"15-7084668",Northman,0,160,65718.83,410.7426268160343
"18-1958823",Northman,0,65,27244.412,419.144770776767
"17-3847747",Angel,0,113,98602.414,872.5873441147593
"90-4673603",Angel,0,46,29819.518,648.2504327660022
"31-7966261",Human,0,6,1040.6,173.43333307902017
"81-2183539",Human,0,12,2358.12,196.51000181833902
"80-0227613",Northman,0,12,598.82,49.9016663034757
"48-3224757",Human,0,49,26764.043,546.204898105136
"93-6835918",Orc,0,1,2994.55,2994.550048828125
"98-5490901",Elf,0,32,16091.989,502.8746872842312
"32-2622380",Hobbit,0,71,35592.49,501.3026719999985
"16-9783404",Hobbit,1,3,516.57,172.18999481201172
"16-2759894",Human,0,5,1145.42,229.08400115966796
"10-7366002",Elf,0,46,18369.4,399.33478042872053
"64-8403526",Hobbit,0,26,16067.669,617.9872967830071
"30-3840043",Demon,0,112,48083.7,429.31874972581863
"42-2004427",Orc,0,2,228.33,114.16499817371368
"86-8991359",Angel,0,4,598.91,149.72749710083008
"82-7071075",Northman,0,274,829127.1,3026.0138811925904
"07-1171302",Orc,0,102,70448.96,690.6760735371533
"37-8273137",Orc,0,6,771.55,128.59166812896729
"66-0579828",Human,0,21,2900.6003,138.12381026858375
"72-5925557",Hobbit,0,5,2843.33,568.665998840332
"95-2760891",Demon,0,8,1293.49,161.6862537562847
"79-1052259",Northman,0,52,20216.479,388.77845853108624
"86-8620284",Northman,0,124,24161.414,194.8500803737871
"64-4356510",Orc,0,10,11542.2705,1154.2269802093506
"99-7186080",Orc,0,4,2395.6501,598.9124870300293
"17-5265511",Northman,0,27,12053.082,446.4103656344944
"01-2488429",Human,0,33,2522.8604,76.45030267310865
"75-1944551",Elf,0,1,2994.55,2994.550048828125
"91-1620543",Demon,0,68,16732.719,246.06941486807432
"54-9859337",Orc,0,19,6543.09,344.37316062575894
"60-5258203",Human,0,47,8013.1494,170.49255300582723
"89-6985903",Orc,0,8,28523.69,3565.4613585472107
"35-7362397",Human,0,63,13789.892,218.8871440017034
"96-3537536",Human,0,42,13450.183,320.2423801933016
"68-9256200",Orc,0,17,4711.5703,277.15117566725786
"69-4103167",Human,0,20,5716.6,285.8300022602081
"93-8379925",Human,0,31,82270.914,2653.9003161153487
"90-9299459",Hobbit,0,2,172.19,86.09499740600586
"32-5847306",Hobbit,0,231,150168.42,650.0798697610954
"03-6291929",Orc,0,2,571.95996,285.97999572753906
"44-6282674",Orc,0,28,17691.08,631.8242889302118
"28-3821384",Hobbit,0,2,1137.93,568.9650115966797
"98-5141980",Orc,0,23,10825.34,470.66695304538894
"54-9353726",Human,0,2,3651.4902,1825.7450561523438
"85-8762757",Northman,0,32,11658.109,364.31593656539917
"32-7677349",Human,0,147,105995.98,721.0612278730691
"99-9497987",Human,0,77,20102.393,261.06999675019995
"16-0835892",Human,0,86,39284.82,456.8001149310622
"70-6649494",Hobbit,0,59,35256.395,597.5659348277723
"72-1470390",Human,0,42,37179.94,885.2366638183594
"57-8197598",Northman,0,14,10260.09,732.8635698046003
"51-0705634",Elf,0,150,75944.06,506.29359903812406
"72-7312756",Northman,0,6,1349.8,224.96666463216147
"53-7997279",Northman,0,22,9852.091,447.82227464155716
"77-7003863",Northman,0,38,5978.62,157.33210428137528
"79-1354612",Hobbit,0,104,26793.188,257.6267319000684
"94-5579815",Human,1,8,1198.57,149.8212480545044
"33-0580035",Human,0,9,7448.9395,827.6599909464518
"15-3402736",Hobbit,0,36,16427.209,456.3113862938351
"87-5275983",Elf,0,23,6359.659,276.5069515394128
"43-9710382",Orc,0,13,8171.54,628.58000095074
"71-6923778",Orc,0,32,40898.883,1278.0899882018566
"33-3844390",Elf,1,13,6198.74,476.8261500138503
"46-0862414",Hobbit,0,4,16095.74,4023.935073852539
"41-1446258",Human,0,81,170057.3,2099.472718980577
"58-8631399",Northman,1,61,34716.633,569.1250840327779
"67-2270646",Orc,0,96,16712.986,174.09354176511988
"82-1587736",Orc,0,18,4079.9705,226.6650024255117
"17-5786453",Human,0,25,43158.996,1726.3599933624268
"67-5158892",Orc,1,25,30731.018,1229.2408059692382
"69-1737146",Elf,0,42,15979.82,380.4719014848982
"83-4659041",Orc,0,99,36378.05,367.45494995333934
"50-7843612",Human,1,17,10939.471,643.4982397977044
"38-7392229",Elf,0,22,48215.996,2191.6363907727327
"22-2405614",Human,0,23,9320.56,405.2417375315791
"87-9730667",Northman,1,20,14299.011,714.9504871368408
"36-8395344",Northman,0,88,26025.92,295.74897708811545
"33-8090546",Northman,0,26,2710.0105,104.23115378159743
"80-6194856",Angel,0,3,26671.63,8890.543579101562
"18-9467916",Human,0,132,25310.273,191.7444696896004
"47-2363279",Elf,0,94,52605.715,559.6352098241765
"27-7195736",Elf,0,29,6748.9395,232.72206856464518
"10-1653347",Angel,1,64,121952.36,1905.506257608533
"60-1087910",Human,1,322,713358.9,2215.400966778513
"46-6910413",Orc,0,55,25372.049,461.3099996046586
"50-2077344",Elf,0,22,17463.988,793.8177087090232
"08-2492881",Human,0,93,67563.38,726.4879564264769
"86-4645308",Human,1,26,16694.61,642.1003878666804
"20-2584931",Human,0,13,2480.8398,190.83384680747986
"58-9684416",Northman,0,10,2708.4001,270.83999462127684
"66-9980712",Human,0,1,748.64,748.6400146484375
"13-7284079",Orc,1,13,9829.841,756.1415375723288
"18-3127889",Hobbit,1,84,11196.53,133.2920241185597
"71-9039817",Human,0,87,108754.79,1250.0549407827443
"05-4999999",Human,0,14,28627.93,2044.8521497249603
"48-2438379",Human,1,39,26245.506,672.9615308565972
"76-9037800",Hobbit,1,106,132097.94,1246.2067920216973
"11-3860747",Human,1,8,2710.07,338.7587432861328
"79-8610270",Orc,0,73,114309.04,1565.8769798540088
"63-6127360",Human,0,51,102488.664,2009.5817751416973
"71-6048001",Human,0,2,2807.4,1403.7000122070312
"58-0607358",Elf,0,30,20147.43,671.5809920430183
"88-8128576",Northman,0,6,561.49,93.58166885375977
"33-2184483",Human,0,6,430.46002,71.74333254496257
"59-5893080",Orc,1,13,375.81,28.90846116726215
"44-1078969",Demon,0,51,25274.084,495.57020071441053
"01-5000513",Angel,0,1,149.73,149.72999572753906
"96-0550171",Orc,0,74,33656.438,454.8166278890661
"36-6773046",Elf,1,9,5049.01,561.001098666754
"41-5112353",Human,0,56,43727.99,780.8569605691092
"14-1994668",Hobbit,1,32,29540.402,923.137507557869
