"transaction_id","id","date","item_code","game_items","seller_id"
"8726682289","04-7558066","2021-03-15",6010,Book of Legends,"888990"
"8765998321","42-1455640","2021-03-15",6010,Book of Legends,"709615"
"8930553061","07-8244857","2021-02-17",6010,Book of Legends,"888901"
"9185431657","11-9176854","2020-09-08",6010,Book of Legends,"888990"
"9444589717","18-8964800","2020-09-20",6010,Book of Legends,"888986"
"9793325461","11-3246483","2021-03-16",6010,Book of Legends,"888901"
"9910199281","98-9613732","2021-02-10",6010,Book of Legends,"888912"
"9910202809","98-9613732","2021-02-10",6010,Book of Legends,"888986"
"10026923161","78-4293647","2021-02-26",6010,Book of Legends,"888991"
"10155398809","08-9668789","2020-10-14",6010,Book of Legends,"888986"
"10187330737","30-4123654","2020-11-05",6010,Book of Legends,"888991"
"10226696161","15-5750613","2020-09-02",6010,Book of Legends,"888991"
"10627581037","18-5809383","2020-10-01",6010,Book of Legends,"545613"
"11228272429","53-4225044","2020-12-28",6010,Book of Legends,"888912"
"11516222497","06-1542940","2020-10-21",6010,Book of Legends,"888992"
"11660133145","08-0001097","2021-03-28",6010,Book of Legends,"888987"
"11683405597","89-4593977","2021-03-21",6010,Book of Legends,"888910"
"1103935549","06-5381730","2020-09-15",6010,Book of Legends,"888991"
"1103981413","06-5381730","2020-10-05",6010,Book of Legends,"888987"
"1336197901","01-0074905","2020-09-26",6010,Book of Legends,"888986"
"1340669641","01-0074905","2021-01-02",6010,Book of Legends,"888902"
"1342465393","01-0074905","2021-02-06",6010,Book of Legends,"888914"
"1390171009","10-9330719","2020-10-27",6010,Book of Legends,"888991"
"1391416393","10-9330719","2020-11-23",6010,Book of Legends,"888909"
"1396228585","10-9330719","2021-03-29",6010,Book of Legends,"888905"
"1895251837","21-9807085","2020-08-23",6010,Book of Legends,"888993"
"2052690601","46-0622468","2020-08-17",6010,Book of Legends,"888990"
"2752305349","37-7835003","2020-01-09",6010,Book of Legends,
"2968658185","91-5947409","2020-04-19",6010,Book of Legends,
"2968659949","91-5947409","2020-04-19",6010,Book of Legends,
"3019279693","21-0468053","2020-04-01",6010,Book of Legends,
"3126601453","72-8559492","2020-01-03",6010,Book of Legends,
"3126945433","72-8559492","2020-02-15",6010,Book of Legends,
"3127285885","72-8559492","2020-04-18",6010,Book of Legends,
"3795852469","21-4766824","2020-05-30",6010,Book of Legends,
"3813277261","12-1058351","2020-01-31",6010,Book of Legends,
"3813279025","12-1058351","2020-01-31",6010,Book of Legends,
"3813280789","12-1058351","2020-02-02",6010,Book of Legends,
"3813282553","12-1058351","2020-02-02",6010,Book of Legends,
"3813284317","12-1058351","2020-02-02",6010,Book of Legends,
"3813286081","12-1058351","2020-02-02",6010,Book of Legends,
"3813291373","12-1058351","2020-02-03",6010,Book of Legends,
"3813293137","12-1058351","2020-02-03",6010,Book of Legends,
"3813294901","12-1058351","2020-02-03",6010,Book of Legends,
"3813296665","12-1058351","2020-02-03",6010,Book of Legends,
"3813298429","12-1058351","2020-02-03",6010,Book of Legends,
"3813300193","12-1058351","2020-02-03",6010,Book of Legends,
"3813301957","12-1058351","2020-02-03",6010,Book of Legends,
"3813303721","12-1058351","2020-02-03",6010,Book of Legends,
"3813309013","12-1058351","2020-02-05",6010,Book of Legends,
"3813310777","12-1058351","2020-02-05",6010,Book of Legends,
"3813312541","12-1058351","2020-02-05",6010,Book of Legends,
"3813314305","12-1058351","2020-02-05",6010,Book of Legends,
"3813316069","12-1058351","2020-02-05",6010,Book of Legends,
"3813317833","12-1058351","2020-02-05",6010,Book of Legends,
"3813319597","12-1058351","2020-02-05",6010,Book of Legends,
"3813321361","12-1058351","2020-02-05",6010,Book of Legends,
"3813323125","12-1058351","2020-02-05",6010,Book of Legends,
"3813324889","12-1058351","2020-02-05",6010,Book of Legends,
"3813326653","12-1058351","2020-02-05",6010,Book of Legends,
"3813328417","12-1058351","2020-02-05",6010,Book of Legends,
"3813330181","12-1058351","2020-02-05",6010,Book of Legends,
"3813331945","12-1058351","2020-02-05",6010,Book of Legends,
"3813333709","12-1058351","2020-02-06",6010,Book of Legends,
"3813335473","12-1058351","2020-02-06",6010,Book of Legends,
"3813337237","12-1058351","2020-02-06",6010,Book of Legends,
"3813339001","12-1058351","2020-02-06",6010,Book of Legends,
"3813340765","12-1058351","2020-02-06",6010,Book of Legends,
"3813342529","12-1058351","2020-02-06",6010,Book of Legends,
"3813351349","12-1058351","2020-02-06",6010,Book of Legends,
"3813353113","12-1058351","2020-02-06",6010,Book of Legends,
"3813354877","12-1058351","2020-02-06",6010,Book of Legends,
"3813356641","12-1058351","2020-02-06",6010,Book of Legends,
"3813358405","12-1058351","2020-02-06",6010,Book of Legends,
"3813360169","12-1058351","2020-02-06",6010,Book of Legends,
"3813361933","12-1058351","2020-02-06",6010,Book of Legends,
"3813363697","12-1058351","2020-02-06",6010,Book of Legends,
"3813365461","12-1058351","2020-02-07",6010,Book of Legends,
"3813367225","12-1058351","2020-02-07",6010,Book of Legends,
"3813368989","12-1058351","2020-02-07",6010,Book of Legends,
"3813370753","12-1058351","2020-02-07",6010,Book of Legends,
"3813376045","12-1058351","2020-02-09",6010,Book of Legends,
"3813377809","12-1058351","2020-02-09",6010,Book of Legends,
"3813379573","12-1058351","2020-02-09",6010,Book of Legends,
"3813381337","12-1058351","2020-02-09",6010,Book of Legends,
"3813383101","12-1058351","2020-02-09",6010,Book of Legends,
"3813384865","12-1058351","2020-02-09",6010,Book of Legends,
"3813386629","12-1058351","2020-02-10",6010,Book of Legends,
"3813388393","12-1058351","2020-02-10",6010,Book of Legends,
"3813390157","12-1058351","2020-02-10",6010,Book of Legends,
"3813391921","12-1058351","2020-02-10",6010,Book of Legends,
"3813393685","12-1058351","2020-02-10",6010,Book of Legends,
"3813395449","12-1058351","2020-02-10",6010,Book of Legends,
"3813397213","12-1058351","2020-02-10",6010,Book of Legends,
"3813398977","12-1058351","2020-02-10",6010,Book of Legends,
"3813414853","12-1058351","2020-02-12",6010,Book of Legends,
"3813416617","12-1058351","2020-02-12",6010,Book of Legends,
"3813418381","12-1058351","2020-02-13",6010,Book of Legends,
"3813420145","12-1058351","2020-02-13",6010,Book of Legends,
"3813432493","12-1058351","2020-02-14",6010,Book of Legends,
"3813434257","12-1058351","2020-02-14",6010,Book of Legends,
"3813436021","12-1058351","2020-02-14",6010,Book of Legends,
"3813437785","12-1058351","2020-02-14",6010,Book of Legends,
"3813439549","12-1058351","2020-02-14",6010,Book of Legends,
"3813441313","12-1058351","2020-02-14",6010,Book of Legends,
"3813443077","12-1058351","2020-02-14",6010,Book of Legends,
"3813444841","12-1058351","2020-02-14",6010,Book of Legends,
"3813446605","12-1058351","2020-02-14",6010,Book of Legends,
"3813448369","12-1058351","2020-02-14",6010,Book of Legends,
"3813453661","12-1058351","2020-02-14",6010,Book of Legends,
"3813455425","12-1058351","2020-02-14",6010,Book of Legends,
"3813460717","12-1058351","2020-02-15",6010,Book of Legends,
"3813462481","12-1058351","2020-02-15",6010,Book of Legends,
"3813464245","12-1058351","2020-02-15",6010,Book of Legends,
"3813466009","12-1058351","2020-02-15",6010,Book of Legends,
"3813467773","12-1058351","2020-02-15",6010,Book of Legends,
"3813469537","12-1058351","2020-02-15",6010,Book of Legends,
"3813471301","12-1058351","2020-02-15",6010,Book of Legends,
"3813473065","12-1058351","2020-02-15",6010,Book of Legends,
"3813474829","12-1058351","2020-02-15",6010,Book of Legends,
"3813476593","12-1058351","2020-02-15",6010,Book of Legends,
"3813478357","12-1058351","2020-02-15",6010,Book of Legends,
"3813480121","12-1058351","2020-02-15",6010,Book of Legends,
"3813481885","12-1058351","2020-02-15",6010,Book of Legends,
"3813483649","12-1058351","2020-02-15",6010,Book of Legends,
"3813485413","12-1058351","2020-02-15",6010,Book of Legends,
"3813487177","12-1058351","2020-02-15",6010,Book of Legends,
"3813492469","12-1058351","2020-02-15",6010,Book of Legends,
"3813494233","12-1058351","2020-02-15",6010,Book of Legends,
"3813510109","12-1058351","2020-02-16",6010,Book of Legends,
"3813511873","12-1058351","2020-02-16",6010,Book of Legends,
"3813513637","12-1058351","2020-02-16",6010,Book of Legends,
"3813515401","12-1058351","2020-02-16",6010,Book of Legends,
"3813517165","12-1058351","2020-02-16",6010,Book of Legends,
"3813518929","12-1058351","2020-02-16",6010,Book of Legends,
"3813520693","12-1058351","2020-02-16",6010,Book of Legends,
"3813522457","12-1058351","2020-02-16",6010,Book of Legends,
"3813524221","12-1058351","2020-02-17",6010,Book of Legends,
"3813525985","12-1058351","2020-02-17",6010,Book of Legends,
"3813527749","12-1058351","2020-02-17",6010,Book of Legends,
"3813529513","12-1058351","2020-02-17",6010,Book of Legends,
"3813531277","12-1058351","2020-02-17",6010,Book of Legends,
"3813533041","12-1058351","2020-02-17",6010,Book of Legends,
"3813534805","12-1058351","2020-02-17",6010,Book of Legends,
"3813536569","12-1058351","2020-02-17",6010,Book of Legends,
"3813538333","12-1058351","2020-02-17",6010,Book of Legends,
"3813540097","12-1058351","2020-02-17",6010,Book of Legends,
"3813541861","12-1058351","2020-02-17",6010,Book of Legends,
"3813543625","12-1058351","2020-02-17",6010,Book of Legends,
"3813545389","12-1058351","2020-02-17",6010,Book of Legends,
"3813547153","12-1058351","2020-02-17",6010,Book of Legends,
"3813548917","12-1058351","2020-02-17",6010,Book of Legends,
"3813550681","12-1058351","2020-02-17",6010,Book of Legends,
"3813552445","12-1058351","2020-02-17",6010,Book of Legends,
"3813554209","12-1058351","2020-02-17",6010,Book of Legends,
"3813555973","12-1058351","2020-02-17",6010,Book of Legends,
"3813557737","12-1058351","2020-02-17",6010,Book of Legends,
"3813559501","12-1058351","2020-02-17",6010,Book of Legends,
"3813561265","12-1058351","2020-02-17",6010,Book of Legends,
"3813563029","12-1058351","2020-02-17",6010,Book of Legends,
"3813564793","12-1058351","2020-02-17",6010,Book of Legends,
"3813566557","12-1058351","2020-02-17",6010,Book of Legends,
"3813568321","12-1058351","2020-02-17",6010,Book of Legends,
"3813570085","12-1058351","2020-02-17",6010,Book of Legends,
"3813571849","12-1058351","2020-02-17",6010,Book of Legends,
"3813573613","12-1058351","2020-02-17",6010,Book of Legends,
"3813575377","12-1058351","2020-02-17",6010,Book of Legends,
"3813577141","12-1058351","2020-02-17",6010,Book of Legends,
"3813578905","12-1058351","2020-02-17",6010,Book of Legends,
"3813580669","12-1058351","2020-02-17",6010,Book of Legends,
"3813582433","12-1058351","2020-02-17",6010,Book of Legends,
"3813584197","12-1058351","2020-02-17",6010,Book of Legends,
"3813585961","12-1058351","2020-02-17",6010,Book of Legends,
"3813587725","12-1058351","2020-02-17",6010,Book of Legends,
"3813589489","12-1058351","2020-02-17",6010,Book of Legends,
"3813605365","12-1058351","2020-02-18",6010,Book of Legends,
"3813607129","12-1058351","2020-02-18",6010,Book of Legends,
"3813608893","12-1058351","2020-02-18",6010,Book of Legends,
"3813610657","12-1058351","2020-02-18",6010,Book of Legends,
"3813612421","12-1058351","2020-02-18",6010,Book of Legends,
"3813614185","12-1058351","2020-02-18",6010,Book of Legends,
"3813615949","12-1058351","2020-02-19",6010,Book of Legends,
"3813617713","12-1058351","2020-02-19",6010,Book of Legends,
"3813619477","12-1058351","2020-02-19",6010,Book of Legends,
"3813621241","12-1058351","2020-02-19",6010,Book of Legends,
"3813623005","12-1058351","2020-02-19",6010,Book of Legends,
"3813624769","12-1058351","2020-02-19",6010,Book of Legends,
"3813626533","12-1058351","2020-02-19",6010,Book of Legends,
"3813628297","12-1058351","2020-02-19",6010,Book of Legends,
"3813630061","12-1058351","2020-02-19",6010,Book of Legends,
"3813631825","12-1058351","2020-02-19",6010,Book of Legends,
"3813633589","12-1058351","2020-02-19",6010,Book of Legends,
"3813635353","12-1058351","2020-02-19",6010,Book of Legends,
"3813637117","12-1058351","2020-02-19",6010,Book of Legends,
"3813638881","12-1058351","2020-02-19",6010,Book of Legends,
"3813640645","12-1058351","2020-02-19",6010,Book of Legends,
"3813642409","12-1058351","2020-02-19",6010,Book of Legends,
"3813644173","12-1058351","2020-02-19",6010,Book of Legends,
"3813645937","12-1058351","2020-02-19",6010,Book of Legends,
"3813647701","12-1058351","2020-02-19",6010,Book of Legends,
"3813649465","12-1058351","2020-02-19",6010,Book of Legends,
"3813651229","12-1058351","2020-02-19",6010,Book of Legends,
"3813652993","12-1058351","2020-02-19",6010,Book of Legends,
"3813654757","12-1058351","2020-02-19",6010,Book of Legends,
"3813656521","12-1058351","2020-02-19",6010,Book of Legends,
"3813658285","12-1058351","2020-02-19",6010,Book of Legends,
"3813660049","12-1058351","2020-02-19",6010,Book of Legends,
"3813661813","12-1058351","2020-02-19",6010,Book of Legends,
"3813663577","12-1058351","2020-02-19",6010,Book of Legends,
"3813665341","12-1058351","2020-02-19",6010,Book of Legends,
"3813667105","12-1058351","2020-02-19",6010,Book of Legends,
"3813668869","12-1058351","2020-02-20",6010,Book of Legends,
"3813670633","12-1058351","2020-02-20",6010,Book of Legends,
"3813672397","12-1058351","2020-02-20",6010,Book of Legends,
"3813674161","12-1058351","2020-02-20",6010,Book of Legends,
"3813675925","12-1058351","2020-02-20",6010,Book of Legends,
"3813677689","12-1058351","2020-02-20",6010,Book of Legends,
"3813679453","12-1058351","2020-02-20",6010,Book of Legends,
"3813681217","12-1058351","2020-02-20",6010,Book of Legends,
"3813682981","12-1058351","2020-02-20",6010,Book of Legends,
"3813684745","12-1058351","2020-02-20",6010,Book of Legends,
"3813686509","12-1058351","2020-02-20",6010,Book of Legends,
"3813688273","12-1058351","2020-02-20",6010,Book of Legends,
"3813690037","12-1058351","2020-02-20",6010,Book of Legends,
"3813691801","12-1058351","2020-02-20",6010,Book of Legends,
"3813697093","12-1058351","2020-02-20",6010,Book of Legends,
"3813698857","12-1058351","2020-02-20",6010,Book of Legends,
"3813700621","12-1058351","2020-02-20",6010,Book of Legends,
"3813702385","12-1058351","2020-02-20",6010,Book of Legends,
"3813704149","12-1058351","2020-02-21",6010,Book of Legends,
"3813705913","12-1058351","2020-02-21",6010,Book of Legends,
"3813707677","12-1058351","2020-02-21",6010,Book of Legends,
"3813709441","12-1058351","2020-02-21",6010,Book of Legends,
"3813711205","12-1058351","2020-02-21",6010,Book of Legends,
"3813712969","12-1058351","2020-02-21",6010,Book of Legends,
"3813714733","12-1058351","2020-02-21",6010,Book of Legends,
"3813716497","12-1058351","2020-02-21",6010,Book of Legends,
"3813718261","12-1058351","2020-02-21",6010,Book of Legends,
"3813720025","12-1058351","2020-02-21",6010,Book of Legends,
"3813721789","12-1058351","2020-02-21",6010,Book of Legends,
"3813723553","12-1058351","2020-02-21",6010,Book of Legends,
"3813725317","12-1058351","2020-02-21",6010,Book of Legends,
"3813727081","12-1058351","2020-02-21",6010,Book of Legends,
"3813735901","12-1058351","2020-02-21",6010,Book of Legends,
"3813737665","12-1058351","2020-02-21",6010,Book of Legends,
"3813739429","12-1058351","2020-02-21",6010,Book of Legends,
"3813741193","12-1058351","2020-02-21",6010,Book of Legends,
"3813742957","12-1058351","2020-02-21",6010,Book of Legends,
"3813744721","12-1058351","2020-02-21",6010,Book of Legends,
"3813746485","12-1058351","2020-02-21",6010,Book of Legends,
"3813748249","12-1058351","2020-02-21",6010,Book of Legends,
"3813750013","12-1058351","2020-02-21",6010,Book of Legends,
"3813751777","12-1058351","2020-02-21",6010,Book of Legends,
"3813753541","12-1058351","2020-02-21",6010,Book of Legends,
"3813755305","12-1058351","2020-02-21",6010,Book of Legends,
"3813757069","12-1058351","2020-02-21",6010,Book of Legends,
"3813758833","12-1058351","2020-02-21",6010,Book of Legends,
"3813760597","12-1058351","2020-02-22",6010,Book of Legends,
"3813762361","12-1058351","2020-02-22",6010,Book of Legends,
"3813771181","12-1058351","2020-02-22",6010,Book of Legends,
"3813772945","12-1058351","2020-02-22",6010,Book of Legends,
"3813774709","12-1058351","2020-02-22",6010,Book of Legends,
"3813776473","12-1058351","2020-02-22",6010,Book of Legends,
"3813778237","12-1058351","2020-02-22",6010,Book of Legends,
"3813780001","12-1058351","2020-02-22",6010,Book of Legends,
"3813781765","12-1058351","2020-02-22",6010,Book of Legends,
"3813783529","12-1058351","2020-02-22",6010,Book of Legends,
"3813785293","12-1058351","2020-02-22",6010,Book of Legends,
"3813787057","12-1058351","2020-02-22",6010,Book of Legends,
"3813788821","12-1058351","2020-02-22",6010,Book of Legends,
"3813790585","12-1058351","2020-02-22",6010,Book of Legends,
"3813792349","12-1058351","2020-02-22",6010,Book of Legends,
"3813794113","12-1058351","2020-02-22",6010,Book of Legends,
"3813795877","12-1058351","2020-02-22",6010,Book of Legends,
"3813797641","12-1058351","2020-02-22",6010,Book of Legends,
"3813802933","12-1058351","2020-02-22",6010,Book of Legends,
"3813804697","12-1058351","2020-02-22",6010,Book of Legends,
"3813806461","12-1058351","2020-02-22",6010,Book of Legends,
"3813808225","12-1058351","2020-02-22",6010,Book of Legends,
"3813809989","12-1058351","2020-02-22",6010,Book of Legends,
"3813811753","12-1058351","2020-02-22",6010,Book of Legends,
"3813813517","12-1058351","2020-02-22",6010,Book of Legends,
"3813815281","12-1058351","2020-02-22",6010,Book of Legends,
"3813817045","12-1058351","2020-02-22",6010,Book of Legends,
"3813818809","12-1058351","2020-02-22",6010,Book of Legends,
"3813820573","12-1058351","2020-02-22",6010,Book of Legends,
"3813822337","12-1058351","2020-02-22",6010,Book of Legends,
"3813824101","12-1058351","2020-02-22",6010,Book of Legends,
"3813825865","12-1058351","2020-02-22",6010,Book of Legends,
"3813827629","12-1058351","2020-02-22",6010,Book of Legends,
"3813829393","12-1058351","2020-02-22",6010,Book of Legends,
"3813831157","12-1058351","2020-02-22",6010,Book of Legends,
"3813832921","12-1058351","2020-02-22",6010,Book of Legends,
"3813834685","12-1058351","2020-02-22",6010,Book of Legends,
"3813836449","12-1058351","2020-02-22",6010,Book of Legends,
"3813838213","12-1058351","2020-02-22",6010,Book of Legends,
"3813839977","12-1058351","2020-02-22",6010,Book of Legends,
"3813841741","12-1058351","2020-02-23",6010,Book of Legends,
"3813843505","12-1058351","2020-02-23",6010,Book of Legends,
"3813845269","12-1058351","2020-02-23",6010,Book of Legends,
"3813847033","12-1058351","2020-02-23",6010,Book of Legends,
"3813848797","12-1058351","2020-02-23",6010,Book of Legends,
"3813850561","12-1058351","2020-02-23",6010,Book of Legends,
"3813852325","12-1058351","2020-02-23",6010,Book of Legends,
"3813854089","12-1058351","2020-02-23",6010,Book of Legends,
"3813855853","12-1058351","2020-02-23",6010,Book of Legends,
"3813857617","12-1058351","2020-02-23",6010,Book of Legends,
"3813859381","12-1058351","2020-02-23",6010,Book of Legends,
"3813861145","12-1058351","2020-02-23",6010,Book of Legends,
"3813862909","12-1058351","2020-02-23",6010,Book of Legends,
"3813864673","12-1058351","2020-02-23",6010,Book of Legends,
"3813866437","12-1058351","2020-02-23",6010,Book of Legends,
"3813868201","12-1058351","2020-02-23",6010,Book of Legends,
"3813869965","12-1058351","2020-02-23",6010,Book of Legends,
"3813871729","12-1058351","2020-02-23",6010,Book of Legends,
"3813873493","12-1058351","2020-02-23",6010,Book of Legends,
"3813875257","12-1058351","2020-02-23",6010,Book of Legends,
"3813877021","12-1058351","2020-02-23",6010,Book of Legends,
"3813878785","12-1058351","2020-02-23",6010,Book of Legends,
"3813880549","12-1058351","2020-02-23",6010,Book of Legends,
"3813882313","12-1058351","2020-02-23",6010,Book of Legends,
"3813884077","12-1058351","2020-02-23",6010,Book of Legends,
"3813885841","12-1058351","2020-02-23",6010,Book of Legends,
"3813887605","12-1058351","2020-02-23",6010,Book of Legends,
"3813889369","12-1058351","2020-02-23",6010,Book of Legends,
"3813891133","12-1058351","2020-02-23",6010,Book of Legends,
"3813892897","12-1058351","2020-02-23",6010,Book of Legends,
"3813894661","12-1058351","2020-02-23",6010,Book of Legends,
"3813896425","12-1058351","2020-02-23",6010,Book of Legends,
"3813898189","12-1058351","2020-02-24",6010,Book of Legends,
"3813899953","12-1058351","2020-02-24",6010,Book of Legends,
"3813901717","12-1058351","2020-02-24",6010,Book of Legends,
"3813903481","12-1058351","2020-02-24",6010,Book of Legends,
"3813905245","12-1058351","2020-02-24",6010,Book of Legends,
"3813907009","12-1058351","2020-02-24",6010,Book of Legends,
"3813908773","12-1058351","2020-02-24",6010,Book of Legends,
"3813910537","12-1058351","2020-02-24",6010,Book of Legends,
"3813912301","12-1058351","2020-02-24",6010,Book of Legends,
"3813914065","12-1058351","2020-02-24",6010,Book of Legends,
"3813915829","12-1058351","2020-02-24",6010,Book of Legends,
"3813917593","12-1058351","2020-02-24",6010,Book of Legends,
"3813919357","12-1058351","2020-02-25",6010,Book of Legends,
"3813921121","12-1058351","2020-02-25",6010,Book of Legends,
"3813922885","12-1058351","2020-02-25",6010,Book of Legends,
"3813924649","12-1058351","2020-02-25",6010,Book of Legends,
"3813926413","12-1058351","2020-02-25",6010,Book of Legends,
"3813928177","12-1058351","2020-02-25",6010,Book of Legends,
"3813929941","12-1058351","2020-02-25",6010,Book of Legends,
"3813931705","12-1058351","2020-02-25",6010,Book of Legends,
"3813933469","12-1058351","2020-02-25",6010,Book of Legends,
"3813935233","12-1058351","2020-02-25",6010,Book of Legends,
"3813936997","12-1058351","2020-02-25",6010,Book of Legends,
"3813938761","12-1058351","2020-02-25",6010,Book of Legends,
"3813940525","12-1058351","2020-02-25",6010,Book of Legends,
"3813942289","12-1058351","2020-02-25",6010,Book of Legends,
"3813944053","12-1058351","2020-02-25",6010,Book of Legends,
"3813945817","12-1058351","2020-02-25",6010,Book of Legends,
"3813947581","12-1058351","2020-02-25",6010,Book of Legends,
"3813949345","12-1058351","2020-02-25",6010,Book of Legends,
"3813951109","12-1058351","2020-02-25",6010,Book of Legends,
"3813952873","12-1058351","2020-02-25",6010,Book of Legends,
"3813954637","12-1058351","2020-02-25",6010,Book of Legends,
"3813956401","12-1058351","2020-02-25",6010,Book of Legends,
"3813958165","12-1058351","2020-02-25",6010,Book of Legends,
"3813959929","12-1058351","2020-02-25",6010,Book of Legends,
"3813961693","12-1058351","2020-02-25",6010,Book of Legends,
"3813963457","12-1058351","2020-02-25",6010,Book of Legends,
"3813965221","12-1058351","2020-02-26",6010,Book of Legends,
"3813966985","12-1058351","2020-02-26",6010,Book of Legends,
"3813968749","12-1058351","2020-02-26",6010,Book of Legends,
"3813970513","12-1058351","2020-02-26",6010,Book of Legends,
"3813972277","12-1058351","2020-02-26",6010,Book of Legends,
"3813974041","12-1058351","2020-02-26",6010,Book of Legends,
"3813975805","12-1058351","2020-02-26",6010,Book of Legends,
"3813977569","12-1058351","2020-02-26",6010,Book of Legends,
"3813979333","12-1058351","2020-02-26",6010,Book of Legends,
"3813981097","12-1058351","2020-02-26",6010,Book of Legends,
"3813982861","12-1058351","2020-02-26",6010,Book of Legends,
"3813984625","12-1058351","2020-02-26",6010,Book of Legends,
"3813986389","12-1058351","2020-02-26",6010,Book of Legends,
"3813988153","12-1058351","2020-02-26",6010,Book of Legends,
"3813989917","12-1058351","2020-02-26",6010,Book of Legends,
"3813991681","12-1058351","2020-02-26",6010,Book of Legends,
"3813993445","12-1058351","2020-02-26",6010,Book of Legends,
"3813995209","12-1058351","2020-02-26",6010,Book of Legends,
"3813996973","12-1058351","2020-02-26",6010,Book of Legends,
"3813998737","12-1058351","2020-02-26",6010,Book of Legends,
"3814000501","12-1058351","2020-02-26",6010,Book of Legends,
"3814002265","12-1058351","2020-02-26",6010,Book of Legends,
"3814004029","12-1058351","2020-02-26",6010,Book of Legends,
"3814005793","12-1058351","2020-02-26",6010,Book of Legends,
"3814011085","12-1058351","2020-02-26",6010,Book of Legends,
"3814012849","12-1058351","2020-02-26",6010,Book of Legends,
"3814014613","12-1058351","2020-02-26",6010,Book of Legends,
"3814016377","12-1058351","2020-02-26",6010,Book of Legends,
"3814018141","12-1058351","2020-02-26",6010,Book of Legends,
"3814019905","12-1058351","2020-02-26",6010,Book of Legends,
"3814021669","12-1058351","2020-02-26",6010,Book of Legends,
"3814023433","12-1058351","2020-02-26",6010,Book of Legends,
"3814025197","12-1058351","2020-02-26",6010,Book of Legends,
"3814026961","12-1058351","2020-02-26",6010,Book of Legends,
"3814028725","12-1058351","2020-02-26",6010,Book of Legends,
"3814030489","12-1058351","2020-02-26",6010,Book of Legends,
"3814032253","12-1058351","2020-02-27",6010,Book of Legends,
"3814034017","12-1058351","2020-02-27",6010,Book of Legends,
"3814035781","12-1058351","2020-02-27",6010,Book of Legends,
"3814037545","12-1058351","2020-02-27",6010,Book of Legends,
"3814039309","12-1058351","2020-02-27",6010,Book of Legends,
"3814041073","12-1058351","2020-02-27",6010,Book of Legends,
"3814042837","12-1058351","2020-02-27",6010,Book of Legends,
"3814044601","12-1058351","2020-02-27",6010,Book of Legends,
"3814046365","12-1058351","2020-02-27",6010,Book of Legends,
"3814048129","12-1058351","2020-02-27",6010,Book of Legends,
"3814049893","12-1058351","2020-02-27",6010,Book of Legends,
"3814051657","12-1058351","2020-02-27",6010,Book of Legends,
"3814053421","12-1058351","2020-02-27",6010,Book of Legends,
"3814055185","12-1058351","2020-02-27",6010,Book of Legends,
"3814056949","12-1058351","2020-02-27",6010,Book of Legends,
"3814058713","12-1058351","2020-02-27",6010,Book of Legends,
"3814060477","12-1058351","2020-02-27",6010,Book of Legends,
"3814062241","12-1058351","2020-02-27",6010,Book of Legends,
"3814067533","12-1058351","2020-02-27",6010,Book of Legends,
"3814069297","12-1058351","2020-02-27",6010,Book of Legends,
"3814074589","12-1058351","2020-02-27",6010,Book of Legends,
"3814076353","12-1058351","2020-02-27",6010,Book of Legends,
"3814078117","12-1058351","2020-02-27",6010,Book of Legends,
